,reviewerID,reviewContent,rating,usefulCount,date,reviewerID,firstCount,reviewCount,Filtered
-0MCEru6-WH9e-cpfk9OFw,gWrfDg97-1GtQVVUhuUKBQ,I love wine and Cru by far has decent selection and it's walking distance from our door so that's quite convenient. I think it would be unfair to compare it to the places we've been in Sonoma and San Francisco so I'm not going in that direction. This is how I think a wine bar should be in terms of atmosphere and simplicity. We don't really eat dinner here but we get a charcuterie a flight of sparkling wine or any reds and then the fondue dessert. I love it that it's such a nice simple spot and has a lot of outdoor seating.  If I'm not careful I can really splurge in the place so I try to keep it to flights so I can at least have some variety in my vino drinking. The managers always come around to check on you and the service is really great. There is brunch here and that's something I am,4,0,8/05/2012,gWrfDg97-1GtQVVUhuUKBQ,1,123,0
-0MlrpuonhR_zTqGqJqY-Q,S2pVqyGE9JDGhYtFO-W6BQ,Decent basic airport bar. Be patient with the bartenders!! They take food orders and have to walk next door to make the orders and pick them up!!,2,1,6/30/2012,S2pVqyGE9JDGhYtFO-W6BQ,4,24,0
-0q62stgsZSlug0o-xIl8A,T9AtZPYC4W81rylyvOOmQQ,For a luxury hotel and resort according to their website and the history that surrounds this property I was sincerely underwhelmed by experience.  Upon my arrival at the hotel I stood in line for slightly less than one hour to check-in to the resort on a Sunday.  If you have as many rooms as you have as a resort and are a luxury property then you should learn to staff your property appropriately and potentially add more space for check-in and check-out at the front desk.  After waiting the excruciatingly long time to check-in I went to my room in the 'Chateau' building on the 6th Floor. The room was also underwhelming again on the premise that you are a luxury resort.  The room was great if you were the Marriott or a Hilton property and just barely on par with a Westin hotel.  But,3,4,4/02/2011,T9AtZPYC4W81rylyvOOmQQ,23,240,1
-0RGGzwa7eDmb3gJ3tPjnA,Egu4qSFR56EhGuTHZTaVjA,Today I had lunch alone. At a buffet. Talk about a surreal experience... and while I wasn't the only one sitting alone reading for some reason it seemed weirder at a buffet than just eating alone and reading at a restaurant. Anyway... on the the food. Seemed necessary to sample a little bit of everything so I tried no less than probably 30 items - mind you in small proportion. But believe the hype here because it was all good. And if you're not into buffet dining then obviously why would you consider coming here to begin with... So if you're on board for grubbing they have four lines with salad bar/dessert Mongolian grill entrees and appetizers galore. Turnover was good on items everything was fresh and hot staff were friendly the place was very clean and my solo buffet lunch was l,4,3,4/19/2010,Egu4qSFR56EhGuTHZTaVjA,133,725,0
-0SzBrAh5PzFfu1c4W7DRw,k0m5nvgAIIA24t_iPZOAsw,Nice old home to have a cozy and tasty lunch or dinner. Good tapas selection along with some sandwiches salads and mains. These preparation seems to be good and the ingredients top-notch. A great example would be the Fevere Bread from around the corner. The staff is super-nice... so even if you are a picky fool like me you'll probably be treated to a smile nontheless.,4,1,1/03/2009,k0m5nvgAIIA24t_iPZOAsw,93,745,0
-0tp_ZOsFjYEjCOBLE5bmw,IhmBr-yHC8xLjdnoq7O37w,For the neighborhood Mainelli's is as good as you'll get. When I came I thought the food was good but half of my party disagreed. The problem we all saw with Mainellis was that you'll spend as much here as you would at a Federal Hill joint like Joe Marzilli's Old Canteen ($20 for a 5 course meal) but the setting is more like Pizza Hut. I thought the spaghetti and meatballs were good. The balls were light and fluffy and the sauce was delicious. The portion was tiny though. Calamari came with about 10 rings and weren't anything to write home about. Eggplant ricotta cheese thing was delicious and our Caesar salads had a delicious buttery Caesar dressing. Pan seared scrod was served to the 96 year old at our table and she loved it. The food is good enough and I'd love to say more to keep t,3,11,8/31/2010,IhmBr-yHC8xLjdnoq7O37w,278,1167,0
-0tWsATRBxiel7GqAxuUxw,HUmClClluKP5Ur6X7e306Q,One last update:  I decided to try one of their shakes today because I was looking for something cool to drink.  In retrospect I really should have seen this coming but my chocolate banana protein shake didn't taste like chocolate or banana but rather protein.  And not fun protein but the ground up stuff that they sell in those massive jugs at GNC or at the protein shop thing in the restaurant itself. Basically I've had it with this place.  The food isn't that great their nutritional info can only be ascertained via the brochure (and isn't all that appealing for what seems to be a healthy living place) and there's a GNC-like place in it which I find disconcerting.  Blech.   The service isn't too bad which may be the only redeeming factor but there are much better places for food,1,1,Update - 7/26/2008,HUmClClluKP5Ur6X7e306Q,128,900,0
-0TXC7EEqcCrdYIvV7Uf0A,QwAjjsRtRN3EgZohN3Yz3g,Read all the reviews on Yelp and decided to come here for breakfast on a Saturday.  There was no wait for a table and we were able to order right away. The coffee is great!  I was actually kind of shocked by how good it was.  Hash browns were right on the money.   Cheap fast and good.  They all add up to a great Saturday morning breakfast!!,4,1,5/17/2012,QwAjjsRtRN3EgZohN3Yz3g,2,55,0
-0UFir21mrH8sVqN45nAMQ,xEQ20W2KZlAXod5qHhkG9g,This place isn't fancy but it is fun and you will like it.  I'd give it an easy four stars but I'm offended by the prices.  Of course there really aren't any other options for good BBQ around are there?  I have never had such juicy flavorful fried chicken. You should definitely try it if you like southern food but be prepared for sticker shock when you read the menu. You'll forget about the prices briefly because you'll enjoy the food but afterwards you'll wonder if Bubba realizes being an NFL lineman nets a different salary than a Lorain County restaurant owner.,3,1,2/20/2011,xEQ20W2KZlAXod5qHhkG9g,17,91,0
-0W4YFU3CrR1tnRSJPlzIg,wBr9wRqyqtQXFSqjcjPL4A,I booked this hotel on Hotwire for about $90 and had to book it the night before.  Pretty good value given it was right next to the airport and had a very good breakfast.  The room was a very good size and comfortable.  The hotel was under some kind of renovation which caused paint fumes to be in the hallways.  They really should warn you of this before you go.   The internet was very fast and free which I really appreciated.  Always love that in basic hotels when the very expensive hotels charge you.  The people were very nice and accommodating. In room amenities were good with a microwave fridge and nice HD TV.  I did not order a special room so I am assuming this is the standard room.   Overall I would stay here again.  I would not shout from the mountain tops how great it is but good,3,0,7/14/2012,wBr9wRqyqtQXFSqjcjPL4A,6,54,0
-0YDsI9bQBSZSl92D9WXSw,odq8SUSIT8narMOKlZrg6Q,OK 4 stars because we had fun here.  The food was tasty but not memorable.  The drinks were awesome and the waitress added to the festivities.  This is a great place to go for dinner because you're in San Antonio for a convention you want to eat by the river and you want to have a good time.,4,0,10/24/2007,odq8SUSIT8narMOKlZrg6Q,432,926,1
-0YwLHYfZ5jjk3-lZbzwZQ,A2thk5Aw1HcY22RBFbhFBQ,I've always loved the convenience service and style of CB so with our wedding approaching it was a given that my Fiance and I would register for gifts there. Recently I got a lovely phone call to inform me that someone had (very generously) purchased us the dining room table that we requested.  We scheduled a delivery time on a Sunday (how convenient!) and waited for our new arrival.  When the scheduled time came we were surprised to get a call informing us that the truck our table was on and all of its contents had been stolen! I was told that someone would call me later in the day to schedule another delivery. 48 hours later when I hadn't heard anything I called CB to inquire of our status.  A lovely woman was so apologetic and helped me to schedule a new delivery for the very ,5,1,6/11/2007,A2thk5Aw1HcY22RBFbhFBQ,1,14,0
-0_nk1M6Ks5dF-UVVI0-8A,wB8ATiDKotKsP-jEPJgwtw,So after a great night of drinking at the Brewer's Festival the night before we wanted a nice breakfast and am so glad we ended up here. First I have to say it is no average breakfast place but a upscale place focusing on local and organic offerings. I also really like the fact that they go out of their way to reduce their waste and don't understand why more restaurants don't do it. I had the oatmeal pancakes with bacon homefries eggs and sourdough toast. I had never had an oatmeal pancake before and don't know how I missed them all this time. While it felt like it weighed a ton it actually was very fluffy and flavorful while not being nearly as filling as you would expect. I would say one oatmeal one is equivalent to eating two regular pancakes. The bacon and eggs were actually done as,5,1,7/22/2009,wB8ATiDKotKsP-jEPJgwtw,58,629,1
#NAME?,vKUlUXLVylwdttu7h1_Y5Q,$5 pizzas....through a drive through window?  What's not to love.  Yes it's crappy pizza but when it comes time to feed a family of five like mine nothing gets it done quicker and cheaper than Little Ceasars.  I'm in and out within minutes and two hot pies fills up five hungry mouths for $10 and some change.  Can't beat it!,4,1,1/03/2012,vKUlUXLVylwdttu7h1_Y5Q,22,418,0
#NAME?,qExR8NN0q7PZBQpNOL_VZw,Been to Cindi's a couple of times for breakfast which has always been a solid experience. The place can get busy though which results in a crazy parking lot and possible long wait for a table. Who can blame em though. Order a pastry or a cookie from the deli case if you feel like you are going to gnaw your arm off. Last night we ventured to Cindi's for dinner. Good crowd but not crowded. I saw chicken fried chicken as a special for the night and indulged myself. My first thoughts were soup since I'm sick and wanted something throat soothing but who says a deep fried chicken breast won't slide down a constantly parched throat? Well it's got cream gravy on it at least! Mashed potatoes and fried okra as sides. Food was tasty although potatoes were slightly off. They might be made from fla,4,2,3/12/2010,qExR8NN0q7PZBQpNOL_VZw,46,426,0
